boroct2010,variable_num,label,estimate
4103900,14,HHI 100-125k,217
4103900,15,HHI 125-150k,107
4103900,16,HHI 150-200k,214
4103900,17,HHI 200k+,96
4104700,2,HHI <10k,179
4104700,3,HHI 10-15k,69
4104700,4,HHI 15-20k,300
4104700,5,HHI 20-25k,138
4104700,6,HHI 25-30k,152
4104700,7,HHI 30-35k,122
4104700,8,HHI 35-40k,85
4104700,9,HHI 40-45k,17
4104700,10,HHI 45-50k,48
4104700,11,HHI 50-60k,294
4104700,12,HHI 60-75k,279
4104700,13,HHI 75-100k,334
4104700,14,HHI 100-125k,273
4104700,15,HHI 125-150k,173
4104700,16,HHI 150-200k,85
4104700,17,HHI 200k+,122
4105900,2,HHI <10k,87
4105900,3,HHI 10-15k,4
4105900,4,HHI 15-20k,8
4105900,5,HHI 20-25k,41
4105900,6,HHI 25-30k,99
4105900,7,HHI 30-35k,16
4105900,8,HHI 35-40k,22
4105900,9,HHI 40-45k,78
4105900,10,HHI 45-50k,112
4105900,11,HHI 50-60k,48
4105900,12,HHI 60-75k,55
4105900,13,HHI 75-100k,140
4105900,14,HHI 100-125k,157
4105900,15,HHI 125-150k,127
4105900,16,HHI 150-200k,104
4105900,17,HHI 200k+,184
4107201,2,HHI <10k,13
4107201,3,HHI 10-15k,41
4107201,4,HHI 15-20k,27
4107201,5,HHI 20-25k,25
4107201,6,HHI 25-30k,37
4107201,7,HHI 30-35k,17
4107201,8,HHI 35-40k,20
4107201,9,HHI 40-45k,47
4107201,10,HHI 45-50k,11
4107201,11,HHI 50-60k,30
4107201,12,HHI 60-75k,88
4107201,13,HHI 75-100k,81
4107201,14,HHI 100-125k,97
4107201,15,HHI 125-150k,77
4107201,16,HHI 150-200k,87
4107201,17,HHI 200k+,111
4107202,2,HHI <10k,0
4107202,3,HHI 10-15k,0
4107202,4,HHI 15-20k,0
4107202,5,HHI 20-25k,0
4107202,6,HHI 25-30k,0
4107202,7,HHI 30-35k,0
4107202,8,HHI 35-40k,0
4107202,9,HHI 40-45k,0
4107202,10,HHI 45-50k,0
4107202,11,HHI 50-60k,0
4107202,12,HHI 60-75k,0
4107202,13,HHI 75-100k,0
4107202,14,HHI 100-125k,0
4107202,15,HHI 125-150k,0
4107202,16,HHI 150-200k,0
4107202,17,HHI 200k+,0
4108500,2,HHI <10k,11
4108500,3,HHI 10-15k,30
4108500,4,HHI 15-20k,39
4108500,5,HHI 20-25k,45
4108500,6,HHI 25-30k,39
4108500,7,HHI 30-35k,57
4108500,8,HHI 35-40k,5
4108500,9,HHI 40-45k,27
4108500,10,HHI 45-50k,21
4108500,11,HHI 50-60k,71
4108500,12,HHI 60-75k,79
4108500,13,HHI 75-100k,136
4108500,14,HHI 100-125k,85
4108500,15,HHI 125-150k,34
4108500,16,HHI 150-200k,80
4108500,17,HHI 200k+,105
4109300,2,HHI <10k,77
4109300,3,HHI 10-15k,16
4109300,4,HHI 15-20k,43
4109300,5,HHI 20-25k,47
4109300,6,HHI 25-30k,91
4109300,7,HHI 30-35k,16
4109300,8,HHI 35-40k,0
4109300,9,HHI 40-45k,18
4109300,10,HHI 45-50k,26
4109300,11,HHI 50-60k,109
4109300,12,HHI 60-75k,36
4109300,13,HHI 75-100k,138
4109300,14,HHI 100-125k,101
4109300,15,HHI 125-150k,34
4109300,16,HHI 150-200k,136
4109300,17,HHI 200k+,185
4109700,2,HHI <10k,10
4109700,3,HHI 10-15k,0
4109700,4,HHI 15-20k,12
4109700,5,HHI 20-25k,15
4109700,6,HHI 25-30k,11
4109700,7,HHI 30-35k,15
4109700,8,HHI 35-40k,9
4109700,9,HHI 40-45k,45
4109700,10,HHI 45-50k,6
4109700,11,HHI 50-60k,55
4109700,12,HHI 60-75k,66
4109700,13,HHI 75-100k,125
4109700,14,HHI 100-125k,89
4109700,15,HHI 125-150k,34
4109700,16,HHI 150-200k,33
4109700,17,HHI 200k+,104
4109900,2,HHI <10k,57
4109900,3,HHI 10-15k,44
4109900,4,HHI 15-20k,43
4109900,5,HHI 20-25k,29
4109900,6,HHI 25-30k,45
4109900,7,HHI 30-35k,27
4109900,8,HHI 35-40k,28
4109900,9,HHI 40-45k,27
4109900,10,HHI 45-50k,71
4109900,11,HHI 50-60k,98
4109900,12,HHI 60-75k,140
4109900,13,HHI 75-100k,134
4109900,14,HHI 100-125k,118
4109900,15,HHI 125-150k,82
4109900,16,HHI 150-200k,96
4109900,17,HHI 200k+,68
4111300,2,HHI <10k,6
4111300,3,HHI 10-15k,18
4111300,4,HHI 15-20k,31
4111300,5,HHI 20-25k,32
4111300,6,HHI 25-30k,19
4111300,7,HHI 30-35k,21
4111300,8,HHI 35-40k,20
4111300,9,HHI 40-45k,12
4111300,10,HHI 45-50k,4
4111300,11,HHI 50-60k,50
4111300,12,HHI 60-75k,43
4111300,13,HHI 75-100k,126
4111300,14,HHI 100-125k,44
4111300,15,HHI 125-150k,76
4111300,16,HHI 150-200k,79
4111300,17,HHI 200k+,199
4112300,2,HHI <10k,46
4112300,3,HHI 10-15k,9
4112300,4,HHI 15-20k,18
4112300,5,HHI 20-25k,25
4112300,6,HHI 25-30k,26
4112300,7,HHI 30-35k,19
4112300,8,HHI 35-40k,29
4112300,9,HHI 40-45k,12
4112300,10,HHI 45-50k,13
4112300,11,HHI 50-60k,8
4112300,12,HHI 60-75k,69
4112300,13,HHI 75-100k,101
4112300,14,HHI 100-125k,76
4112300,15,HHI 125-150k,54
4112300,16,HHI 150-200k,121
4112300,17,HHI 200k+,107
4112900,2,HHI <10k,7
4112900,3,HHI 10-15k,25
4112900,4,HHI 15-20k,23
4112900,5,HHI 20-25k,23
4112900,6,HHI 25-30k,27
4112900,7,HHI 30-35k,57
4112900,8,HHI 35-40k,50
4112900,9,HHI 40-45k,16
4112900,10,HHI 45-50k,0
4112900,11,HHI 50-60k,26
4112900,12,HHI 60-75k,103
4112900,13,HHI 75-100k,130
4112900,14,HHI 100-125k,79
4112900,15,HHI 125-150k,38
4112900,16,HHI 150-200k,85
4112900,17,HHI 200k+,130
4113300,2,HHI <10k,17
4113300,3,HHI 10-15k,12
4113300,4,HHI 15-20k,10
4113300,5,HHI 20-25k,19
4113300,6,HHI 25-30k,6
4113300,7,HHI 30-35k,6
4113300,8,HHI 35-40k,41
4113300,9,HHI 40-45k,17
4113300,10,HHI 45-50k,8
4113300,11,HHI 50-60k,48
4113300,12,HHI 60-75k,40
4113300,13,HHI 75-100k,59
4113300,14,HHI 100-125k,122
4113300,15,HHI 125-150k,26
4113300,16,HHI 150-200k,97
4113300,17,HHI 200k+,72
4113900,2,HHI <10k,162
4113900,3,HHI 10-15k,7
4113900,4,HHI 15-20k,111
4113900,5,HHI 20-25k,83
4113900,6,HHI 25-30k,21
4113900,7,HHI 30-35k,24
4113900,8,HHI 35-40k,0
4113900,9,HHI 40-45k,104
4113900,10,HHI 45-50k,59
4113900,11,HHI 50-60k,87
4113900,12,HHI 60-75k,170
4113900,13,HHI 75-100k,158
4113900,14,HHI 100-125k,164
4113900,15,HHI 125-150k,176
4113900,16,HHI 150-200k,46
4113900,17,HHI 200k+,80
4114100,2,HHI <10k,42
4114100,3,HHI 10-15k,29
4114100,4,HHI 15-20k,28
4114100,5,HHI 20-25k,7
4114100,6,HHI 25-30k,11
4114100,7,HHI 30-35k,14
4114100,8,HHI 35-40k,102
4114100,9,HHI 40-45k,7
4114100,10,HHI 45-50k,0
4114100,11,HHI 50-60k,43
4114100,12,HHI 60-75k,33
4114100,13,HHI 75-100k,99
4114100,14,HHI 100-125k,48
4114100,15,HHI 125-150k,54
4114100,16,HHI 150-200k,127
4114100,17,HHI 200k+,177
4114700,2,HHI <10k,21
4114700,3,HHI 10-15k,0
4114700,4,HHI 15-20k,48
4114700,5,HHI 20-25k,33
4114700,6,HHI 25-30k,0
4114700,7,HHI 30-35k,18
4114700,8,HHI 35-40k,10
4114700,9,HHI 40-45k,7
4114700,10,HHI 45-50k,16
4114700,11,HHI 50-60k,23
4114700,12,HHI 60-75k,58
4114700,13,HHI 75-100k,105
4114700,14,HHI 100-125k,69
4114700,15,HHI 125-150k,42
4114700,16,HHI 150-200k,59
4114700,17,HHI 200k+,93
4115100,2,HHI <10k,5
4115100,3,HHI 10-15k,5
4115100,4,HHI 15-20k,0
4115100,5,HHI 20-25k,56
4115100,6,HHI 25-30k,13
4115100,7,HHI 30-35k,5
4115100,8,HHI 35-40k,25
4115100,9,HHI 40-45k,14
4115100,10,HHI 45-50k,6
4115100,11,HHI 50-60k,4
4115100,12,HHI 60-75k,25
4115100,13,HHI 75-100k,54
4115100,14,HHI 100-125k,55
4115100,15,HHI 125-150k,19
4115100,16,HHI 150-200k,22
4115100,17,HHI 200k+,36
4115500,2,HHI <10k,45
4115500,3,HHI 10-15k,39
4115500,4,HHI 15-20k,25
4115500,5,HHI 20-25k,35
4115500,6,HHI 25-30k,38
4115500,7,HHI 30-35k,47
4115500,8,HHI 35-40k,6
4115500,9,HHI 40-45k,61
4115500,10,HHI 45-50k,34
4115500,11,HHI 50-60k,106
4115500,12,HHI 60-75k,41
4115500,13,HHI 75-100k,70
4115500,14,HHI 100-125k,26
4115500,15,HHI 125-150k,8
4115500,16,HHI 150-200k,44
4115500,17,HHI 200k+,50
4115700,2,HHI <10k,130
4115700,3,HHI 10-15k,113
4115700,4,HHI 15-20k,92
4115700,5,HHI 20-25k,78
4115700,6,HHI 25-30k,37
4115700,7,HHI 30-35k,65
4115700,8,HHI 35-40k,74
4115700,9,HHI 40-45k,34
4115700,10,HHI 45-50k,15
4115700,11,HHI 50-60k,90
4115700,12,HHI 60-75k,93
4115700,13,HHI 75-100k,141
4115700,14,HHI 100-125k,147
4115700,15,HHI 125-150k,59
4115700,16,HHI 150-200k,27
4115700,17,HHI 200k+,54
4115900,2,HHI <10k,77
4115900,3,HHI 10-15k,61
4115900,4,HHI 15-20k,96
4115900,5,HHI 20-25k,47
4115900,6,HHI 25-30k,51
4115900,7,HHI 30-35k,114
4115900,8,HHI 35-40k,60
4115900,9,HHI 40-45k,55
4115900,10,HHI 45-50k,27
4115900,11,HHI 50-60k,93
4115900,12,HHI 60-75k,232
4115900,13,HHI 75-100k,141
4115900,14,HHI 100-125k,128
4115900,15,HHI 125-150k,68
4115900,16,HHI 150-200k,35
4115900,17,HHI 200k+,63
4116100,2,HHI <10k,402
4116100,3,HHI 10-15k,67
4116100,4,HHI 15-20k,144
4116100,5,HHI 20-25k,88
4116100,6,HHI 25-30k,116
4116100,7,HHI 30-35k,54
4116100,8,HHI 35-40k,29
4116100,9,HHI 40-45k,104
4116100,10,HHI 45-50k,41
4116100,11,HHI 50-60k,69
4116100,12,HHI 60-75k,79
4116100,13,HHI 75-100k,91
4116100,14,HHI 100-125k,97
4116100,15,HHI 125-150k,21
4116100,16,HHI 150-200k,98
4116100,17,HHI 200k+,9
4116300,2,HHI <10k,388
4116300,3,HHI 10-15k,202
4116300,4,HHI 15-20k,156
4116300,5,HHI 20-25k,297
4116300,6,HHI 25-30k,56
4116300,7,HHI 30-35k,272
4116300,8,HHI 35-40k,283
4116300,9,HHI 40-45k,71
4116300,10,HHI 45-50k,166
4116300,11,HHI 50-60k,179
4116300,12,HHI 60-75k,155
4116300,13,HHI 75-100k,211
4116300,14,HHI 100-125k,138
4116300,15,HHI 125-150k,180
4116300,16,HHI 150-200k,22
4116300,17,HHI 200k+,78
4116700,2,HHI <10k,81
4116700,3,HHI 10-15k,44
4116700,4,HHI 15-20k,35
4116700,5,HHI 20-25k,25
4116700,6,HHI 25-30k,70
4116700,7,HHI 30-35k,13
4116700,8,HHI 35-40k,6
4116700,9,HHI 40-45k,21
4116700,10,HHI 45-50k,27
4116700,11,HHI 50-60k,28
4116700,12,HHI 60-75k,63
4116700,13,HHI 75-100k,55
4116700,14,HHI 100-125k,25
4116700,15,HHI 125-150k,28
4116700,16,HHI 150-200k,21
4116700,17,HHI 200k+,18
4117100,2,HHI <10k,73
4117100,3,HHI 10-15k,26
4117100,4,HHI 15-20k,51
4117100,5,HHI 20-25k,56
4117100,6,HHI 25-30k,26
4117100,7,HHI 30-35k,44
4117100,8,HHI 35-40k,52
4117100,9,HHI 40-45k,51
4117100,10,HHI 45-50k,19
4117100,11,HHI 50-60k,45
4117100,12,HHI 60-75k,141
4117100,13,HHI 75-100k,61
4117100,14,HHI 100-125k,88
4117100,15,HHI 125-150k,53
4117100,16,HHI 150-200k,34
4117100,17,HHI 200k+,54
4117500,2,HHI <10k,68
4117500,3,HHI 10-15k,91
4117500,4,HHI 15-20k,107
4117500,5,HHI 20-25k,160
4117500,6,HHI 25-30k,145
4117500,7,HHI 30-35k,29
4117500,8,HHI 35-40k,88
4117500,9,HHI 40-45k,31
4117500,10,HHI 45-50k,43
4117500,11,HHI 50-60k,182
4117500,12,HHI 60-75k,198
4117500,13,HHI 75-100k,152
4117500,14,HHI 100-125k,185
4117500,15,HHI 125-150k,177
4117500,16,HHI 150-200k,172
4117500,17,HHI 200k+,100
4118100,2,HHI <10k,28
4118100,3,HHI 10-15k,18
4118100,4,HHI 15-20k,36
4118100,5,HHI 20-25k,24
4118100,6,HHI 25-30k,33
4118100,7,HHI 30-35k,14
4118100,8,HHI 35-40k,29
4118100,9,HHI 40-45k,3
4118100,10,HHI 45-50k,8
4118100,11,HHI 50-60k,45
4118100,12,HHI 60-75k,95
4118100,13,HHI 75-100k,108
4118100,14,HHI 100-125k,41
4118100,15,HHI 125-150k,16
4118100,16,HHI 150-200k,57
4118100,17,HHI 200k+,67
4118500,2,HHI <10k,44
4118500,3,HHI 10-15k,20
4118500,4,HHI 15-20k,62
4118500,5,HHI 20-25k,0
4118500,6,HHI 25-30k,42
4118500,7,HHI 30-35k,44
4118500,8,HHI 35-40k,38
4118500,9,HHI 40-45k,48
4118500,10,HHI 45-50k,56
4118500,11,HHI 50-60k,79
4118500,12,HHI 60-75k,18
4118500,13,HHI 75-100k,38
4118500,14,HHI 100-125k,47
4118500,15,HHI 125-150k,34
4118500,16,HHI 150-200k,17
4118500,17,HHI 200k+,31
4118700,2,HHI <10k,39
4118700,3,HHI 10-15k,21
4118700,4,HHI 15-20k,36
4118700,5,HHI 20-25k,0
4118700,6,HHI 25-30k,92
4118700,7,HHI 30-35k,78
4118700,8,HHI 35-40k,41
4118700,9,HHI 40-45k,50
4118700,10,HHI 45-50k,54
4118700,11,HHI 50-60k,37
4118700,12,HHI 60-75k,26
4118700,13,HHI 75-100k,55
4118700,14,HHI 100-125k,60
4118700,15,HHI 125-150k,41
4118700,16,HHI 150-200k,43
4118700,17,HHI 200k+,75
4118900,2,HHI <10k,33
4118900,3,HHI 10-15k,22
4118900,4,HHI 15-20k,21
4118900,5,HHI 20-25k,28
4118900,6,HHI 25-30k,61
4118900,7,HHI 30-35k,7
4118900,8,HHI 35-40k,74
4118900,9,HHI 40-45k,22
4118900,10,HHI 45-50k,6
4118900,11,HHI 50-60k,42
4118900,12,HHI 60-75k,85
4118900,13,HHI 75-100k,97
4118900,14,HHI 100-125k,104
4118900,15,HHI 125-150k,16
4118900,16,HHI 150-200k,7
4118900,17,HHI 200k+,37
4119100,2,HHI <10k,68
4119100,3,HHI 10-15k,34
4119100,4,HHI 15-20k,99
4119100,5,HHI 20-25k,116
4119100,6,HHI 25-30k,33
4119100,7,HHI 30-35k,49
4119100,8,HHI 35-40k,100
4119100,9,HHI 40-45k,39
4119100,10,HHI 45-50k,35
4119100,11,HHI 50-60k,67
4119100,12,HHI 60-75k,29
4119100,13,HHI 75-100k,117
4119100,14,HHI 100-125k,105
4119100,15,HHI 125-150k,43
4119100,16,HHI 150-200k,15
4119100,17,HHI 200k+,37
4119300,2,HHI <10k,38
4119300,3,HHI 10-15k,46
4119300,4,HHI 15-20k,38
4119300,5,HHI 20-25k,57
4119300,6,HHI 25-30k,50
4119300,7,HHI 30-35k,29
4119300,8,HHI 35-40k,33
4119300,9,HHI 40-45k,32
4119300,10,HHI 45-50k,37
4119300,11,HHI 50-60k,36
4119300,12,HHI 60-75k,63
4119300,13,HHI 75-100k,66
4119300,14,HHI 100-125k,44
4119300,15,HHI 125-150k,47
4119300,16,HHI 150-200k,58
4119300,17,HHI 200k+,54
4119500,2,HHI <10k,4
4119500,3,HHI 10-15k,0
4119500,4,HHI 15-20k,5
4119500,5,HHI 20-25k,10
4119500,6,HHI 25-30k,20
4119500,7,HHI 30-35k,0
4119500,8,HHI 35-40k,19
4119500,9,HHI 40-45k,37
4119500,10,HHI 45-50k,25
4119500,11,HHI 50-60k,36
4119500,12,HHI 60-75k,11
4119500,13,HHI 75-100k,61
4119500,14,HHI 100-125k,28
4119500,15,HHI 125-150k,30
4119500,16,HHI 150-200k,66
4119500,17,HHI 200k+,61
4119900,2,HHI <10k,36
4119900,3,HHI 10-15k,15
4119900,4,HHI 15-20k,6
4119900,5,HHI 20-25k,39
4119900,6,HHI 25-30k,14
4119900,7,HHI 30-35k,22
4119900,8,HHI 35-40k,13
4119900,9,HHI 40-45k,36
4119900,10,HHI 45-50k,26
4119900,11,HHI 50-60k,10
4119900,12,HHI 60-75k,49
4119900,13,HHI 75-100k,60
4119900,14,HHI 100-125k,40
4119900,15,HHI 125-150k,30
4119900,16,HHI 150-200k,33
4119900,17,HHI 200k+,33
4120100,2,HHI <10k,5
4120100,3,HHI 10-15k,30
4120100,4,HHI 15-20k,37
4120100,5,HHI 20-25k,13
4120100,6,HHI 25-30k,12
4120100,7,HHI 30-35k,22
4120100,8,HHI 35-40k,12
4120100,9,HHI 40-45k,43
4120100,10,HHI 45-50k,0
4120100,11,HHI 50-60k,20
4120100,12,HHI 60-75k,27
4120100,13,HHI 75-100k,61
4120100,14,HHI 100-125k,45
4120100,15,HHI 125-150k,22
4120100,16,HHI 150-200k,28
4120100,17,HHI 200k+,37
4120300,2,HHI <10k,0
4120300,3,HHI 10-15k,52
4120300,4,HHI 15-20k,19
4120300,5,HHI 20-25k,14
4120300,6,HHI 25-30k,38
4120300,7,HHI 30-35k,25
4120300,8,HHI 35-40k,14
4120300,9,HHI 40-45k,9
4120300,10,HHI 45-50k,8
4120300,11,HHI 50-60k,45
4120300,12,HHI 60-75k,27
4120300,13,HHI 75-100k,57
4120300,14,HHI 100-125k,68
4120300,15,HHI 125-150k,5
4120300,16,HHI 150-200k,26
4120300,17,HHI 200k+,42
4120500,2,HHI <10k,202
4120500,3,HHI 10-15k,156
4120500,4,HHI 15-20k,87
4120500,5,HHI 20-25k,66
4120500,6,HHI 25-30k,45
4120500,7,HHI 30-35k,29
4120500,8,HHI 35-40k,52
4120500,9,HHI 40-45k,78
4120500,10,HHI 45-50k,36
4120500,11,HHI 50-60k,12
4120500,12,HHI 60-75k,61
4120500,13,HHI 75-100k,66
4120500,14,HHI 100-125k,46
4120500,15,HHI 125-150k,24
4120500,16,HHI 150-200k,49
4120500,17,HHI 200k+,7
4120700,2,HHI <10k,30
4120700,3,HHI 10-15k,4
4120700,4,HHI 15-20k,20
4120700,5,HHI 20-25k,14
4120700,6,HHI 25-30k,31
4120700,7,HHI 30-35k,39
4120700,8,HHI 35-40k,63
4120700,9,HHI 40-45k,34
4120700,10,HHI 45-50k,43
4120700,11,HHI 50-60k,65
4120700,12,HHI 60-75k,82
4120700,13,HHI 75-100k,119
4120700,14,HHI 100-125k,128
4120700,15,HHI 125-150k,91
4120700,16,HHI 150-200k,120
4120700,17,HHI 200k+,42
4121100,2,HHI <10k,0
4121100,3,HHI 10-15k,0
4121100,4,HHI 15-20k,0
4121100,5,HHI 20-25k,0
4121100,6,HHI 25-30k,0
4121100,7,HHI 30-35k,0
4121100,8,HHI 35-40k,0
4121100,9,HHI 40-45k,0
4121100,10,HHI 45-50k,0
4121100,11,HHI 50-60k,0
4121100,12,HHI 60-75k,0
4121100,13,HHI 75-100k,0
4121100,14,HHI 100-125k,0
4121100,15,HHI 125-150k,0
4121100,16,HHI 150-200k,0
4121100,17,HHI 200k+,0
4121500,2,HHI <10k,141
4121500,3,HHI 10-15k,35
4121500,4,HHI 15-20k,43
4121500,5,HHI 20-25k,53
4121500,6,HHI 25-30k,47
4121500,7,HHI 30-35k,27
4121500,8,HHI 35-40k,37
4121500,9,HHI 40-45k,43
4121500,10,HHI 45-50k,45
4121500,11,HHI 50-60k,78
4121500,12,HHI 60-75k,70
4121500,13,HHI 75-100k,105
4121500,14,HHI 100-125k,132
4121500,15,HHI 125-150k,139
4121500,16,HHI 150-200k,177
4121500,17,HHI 200k+,145
4122300,2,HHI <10k,0
4122300,3,HHI 10-15k,83
4122300,4,HHI 15-20k,42
4122300,5,HHI 20-25k,97
4122300,6,HHI 25-30k,8
4122300,7,HHI 30-35k,17
4122300,8,HHI 35-40k,63
4122300,9,HHI 40-45k,109
4122300,10,HHI 45-50k,75
4122300,11,HHI 50-60k,18
4122300,12,HHI 60-75k,205
4122300,13,HHI 75-100k,81
4122300,14,HHI 100-125k,96
4122300,15,HHI 125-150k,74
4122300,16,HHI 150-200k,79
4122300,17,HHI 200k+,196
4122701,2,HHI <10k,95
4122701,3,HHI 10-15k,97
4122701,4,HHI 15-20k,230
4122701,5,HHI 20-25k,152
4122701,6,HHI 25-30k,343
4122701,7,HHI 30-35k,304
4122701,8,HHI 35-40k,146
4122701,9,HHI 40-45k,92
4122701,10,HHI 45-50k,184
4122701,11,HHI 50-60k,118
4122701,12,HHI 60-75k,676
4122701,13,HHI 75-100k,806
4122701,14,HHI 100-125k,329
4122701,15,HHI 125-150k,270
4122701,16,HHI 150-200k,409
4122701,17,HHI 200k+,182
4122702,2,HHI <10k,718
4122702,3,HHI 10-15k,293
4122702,4,HHI 15-20k,204
4122702,5,HHI 20-25k,267
4122702,6,HHI 25-30k,136
4122702,7,HHI 30-35k,132
4122702,8,HHI 35-40k,130
4122702,9,HHI 40-45k,186
4122702,10,HHI 45-50k,80
4122702,11,HHI 50-60k,169
4122702,12,HHI 60-75k,279
4122702,13,HHI 75-100k,126
4122702,14,HHI 100-125k,41
4122702,15,HHI 125-150k,136
4122702,16,HHI 150-200k,46
4122702,17,HHI 200k+,35
4124100,2,HHI <10k,135
4124100,3,HHI 10-15k,12
4124100,4,HHI 15-20k,16
4124100,5,HHI 20-25k,30
4124100,6,HHI 25-30k,62
4124100,7,HHI 30-35k,24
4124100,8,HHI 35-40k,64
4124100,9,HHI 40-45k,22
4124100,10,HHI 45-50k,61
4124100,11,HHI 50-60k,95
4124100,12,HHI 60-75k,116
4124100,13,HHI 75-100k,93
4124100,14,HHI 100-125k,100
4124100,15,HHI 125-150k,90
4124100,16,HHI 150-200k,178
4124100,17,HHI 200k+,154
4124700,2,HHI <10k,99
4124700,3,HHI 10-15k,18
4124700,4,HHI 15-20k,19
4124700,5,HHI 20-25k,31
4124700,6,HHI 25-30k,38
4124700,7,HHI 30-35k,123
4124700,8,HHI 35-40k,16
4124700,9,HHI 40-45k,13
4124700,10,HHI 45-50k,34
4124700,11,HHI 50-60k,61
4124700,12,HHI 60-75k,39
4124700,13,HHI 75-100k,57
4124700,14,HHI 100-125k,187
4124700,15,HHI 125-150k,73
4124700,16,HHI 150-200k,115
4124700,17,HHI 200k+,173
4125700,2,HHI <10k,75
4125700,3,HHI 10-15k,20
4125700,4,HHI 15-20k,0
4125700,5,HHI 20-25k,36
4125700,6,HHI 25-30k,70
4125700,7,HHI 30-35k,39
4125700,8,HHI 35-40k,19
4125700,9,HHI 40-45k,91
4125700,10,HHI 45-50k,0
4125700,11,HHI 50-60k,84
4125700,12,HHI 60-75k,127
4125700,13,HHI 75-100k,144
4125700,14,HHI 100-125k,85
4125700,15,HHI 125-150k,43
4125700,16,HHI 150-200k,36
4125700,17,HHI 200k+,45
4126500,2,HHI <10k,67
4126500,3,HHI 10-15k,6
4126500,4,HHI 15-20k,16
4126500,5,HHI 20-25k,17
4126500,6,HHI 25-30k,31
4126500,7,HHI 30-35k,11
4126500,8,HHI 35-40k,45
4126500,9,HHI 40-45k,15
4126500,10,HHI 45-50k,8
4126500,11,HHI 50-60k,27
4126500,12,HHI 60-75k,43
4126500,13,HHI 75-100k,58
4126500,14,HHI 100-125k,35
4126500,15,HHI 125-150k,62
4126500,16,HHI 150-200k,88
4126500,17,HHI 200k+,38
4126700,2,HHI <10k,91
4126700,3,HHI 10-15k,0
4126700,4,HHI 15-20k,69
4126700,5,HHI 20-25k,27
4126700,6,HHI 25-30k,30
4126700,7,HHI 30-35k,22
4126700,8,HHI 35-40k,32
4126700,9,HHI 40-45k,0
4126700,10,HHI 45-50k,6
4126700,11,HHI 50-60k,5
4126700,12,HHI 60-75k,58
4126700,13,HHI 75-100k,84
4126700,14,HHI 100-125k,75
4126700,15,HHI 125-150k,53
4126700,16,HHI 150-200k,101
4126700,17,HHI 200k+,27
4127700,2,HHI <10k,0
4127700,3,HHI 10-15k,9
4127700,4,HHI 15-20k,31
4127700,5,HHI 20-25k,9
4127700,6,HHI 25-30k,12
4127700,7,HHI 30-35k,0
4127700,8,HHI 35-40k,51
4127700,9,HHI 40-45k,41
4127700,10,HHI 45-50k,18
4127700,11,HHI 50-60k,33
4127700,12,HHI 60-75k,68
4127700,13,HHI 75-100k,101
4127700,14,HHI 100-125k,132
4127700,15,HHI 125-150k,61
4127700,16,HHI 150-200k,185
4127700,17,HHI 200k+,370
4128300,2,HHI <10k,0
4128300,3,HHI 10-15k,0
4128300,4,HHI 15-20k,0
4128300,5,HHI 20-25k,0
4128300,6,HHI 25-30k,0
4128300,7,HHI 30-35k,0
4128300,8,HHI 35-40k,0
4128300,9,HHI 40-45k,0
4128300,10,HHI 45-50k,0
4128300,11,HHI 50-60k,0
4128300,12,HHI 60-75k,0
4128300,13,HHI 75-100k,0
4128300,14,HHI 100-125k,0
4128300,15,HHI 125-150k,0
4128300,16,HHI 150-200k,0
4128300,17,HHI 200k+,0
4129102,2,HHI <10k,9
4129102,3,HHI 10-15k,11
4129102,4,HHI 15-20k,9
4129102,5,HHI 20-25k,32
4129102,6,HHI 25-30k,9
4129102,7,HHI 30-35k,38
4129102,8,HHI 35-40k,38
4129102,9,HHI 40-45k,0
4129102,10,HHI 45-50k,11
4129102,11,HHI 50-60k,65
4129102,12,HHI 60-75k,125
4129102,13,HHI 75-100k,138
4129102,14,HHI 100-125k,178
4129102,15,HHI 125-150k,93
4129102,16,HHI 150-200k,180
4129102,17,HHI 200k+,310
4129103,2,HHI <10k,152
4129103,3,HHI 10-15k,88
4129103,4,HHI 15-20k,117
4129103,5,HHI 20-25k,23
4129103,6,HHI 25-30k,126
4129103,7,HHI 30-35k,73
4129103,8,HHI 35-40k,91
4129103,9,HHI 40-45k,101
4129103,10,HHI 45-50k,87
4129103,11,HHI 50-60k,83
4129103,12,HHI 60-75k,191
4129103,13,HHI 75-100k,149
4129103,14,HHI 100-125k,193
4129103,15,HHI 125-150k,129
4129103,16,HHI 150-200k,153
4129103,17,HHI 200k+,196
4129104,2,HHI <10k,100
4129104,3,HHI 10-15k,0
4129104,4,HHI 15-20k,42
4129104,5,HHI 20-25k,92
4129104,6,HHI 25-30k,47
4129104,7,HHI 30-35k,125
4129104,8,HHI 35-40k,30
4129104,9,HHI 40-45k,55
4129104,10,HHI 45-50k,21
4129104,11,HHI 50-60k,197
4129104,12,HHI 60-75k,166
4129104,13,HHI 75-100k,181
4129104,14,HHI 100-125k,231
4129104,15,HHI 125-150k,188
4129104,16,HHI 150-200k,166
4129104,17,HHI 200k+,212
4130100,2,HHI <10k,118
4130100,3,HHI 10-15k,42
4130100,4,HHI 15-20k,44
4130100,5,HHI 20-25k,27
4130100,6,HHI 25-30k,27
4130100,7,HHI 30-35k,7
4130100,8,HHI 35-40k,51
4130100,9,HHI 40-45k,39
4130100,10,HHI 45-50k,17
4130100,11,HHI 50-60k,150
4130100,12,HHI 60-75k,132
